sample_id,addition_group,source_file,row_group,row_index,image_name,source_format,model_name_raw,canonical_generator_id,official_split,label,architecture,relative_path,status
cf_train_v3_gan_matched_real_3a3a3d1ae29c951b,gan_matched_real,data/HFCF_small_131.parquet,0,173,000000402931.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_3a3a3d1ae29c951b_000000402931.jpg.jpg,complete
cf_train_v3_gan_matched_real_3a73c430a8118071,gan_matched_real,data/HFCF_small_131.parquet,0,2785,000000474609.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_3a73c430a8118071_000000474609.jpg.jpg,complete
cf_train_v3_gan_matched_real_3a8ff2ee6c976c76,gan_matched_real,data/HFCF_small_131.parquet,0,2274,000000285804.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_3a8ff2ee6c976c76_000000285804.jpg.jpg,complete
cf_train_v3_gan_matched_real_3b0a04c9ff762f50,gan_matched_real,data/HFCF_small_131.parquet,0,1802,000000340559.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_3b0a04c9ff762f50_000000340559.jpg.jpg,complete
cf_train_v3_gan_matched_real_3b0d4626aa11aa1e,gan_matched_real,data/HFCF_small_131.parquet,0,2210,000000384111.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_3b0d4626aa11aa1e_000000384111.jpg.jpg,complete
cf_train_v3_gan_matched_real_3b0ea2a7361f99aa,gan_matched_real,data/HFCF_small_131.parquet,0,1459,000000177842.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_3b0ea2a7361f99aa_000000177842.jpg.jpg,complete
cf_train_v3_gan_matched_real_3b91df2e05cb81db,gan_matched_real,data/HFCF_small_131.parquet,0,2830,000000004498.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_3b91df2e05cb81db_000000004498.jpg.jpg,complete
cf_train_v3_gan_matched_real_3c12b3d81fa7a5d9,gan_matched_real,data/HFCF_small_131.parquet,0,2314,000000566756.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_3c12b3d81fa7a5d9_000000566756.jpg.jpg,complete
cf_train_v3_gan_matched_real_3c38d3ea765b12b3,gan_matched_real,data/HFCF_small_131.parquet,0,724,000000335321.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_3c38d3ea765b12b3_000000335321.jpg.jpg,complete
cf_train_v3_gan_matched_real_3c66268056ff1a95,gan_matched_real,data/HFCF_small_131.parquet,0,454,000000515347.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_3c66268056ff1a95_000000515347.jpg.jpg,complete
cf_train_v3_gan_matched_real_3cb8bbcaab62e30e,gan_matched_real,data/HFCF_small_131.parquet,0,96,000000518163.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_3cb8bbcaab62e30e_000000518163.jpg.jpg,complete
cf_train_v3_gan_matched_real_3dc6a63a59cdb026,gan_matched_real,data/HFCF_small_131.parquet,0,574,000000191716.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_3dc6a63a59cdb026_000000191716.jpg.jpg,complete
cf_train_v3_gan_matched_real_3e0dd2e5e73f78af,gan_matched_real,data/HFCF_small_131.parquet,0,992,000000490187.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_3e0dd2e5e73f78af_000000490187.jpg.jpg,complete
cf_train_v3_gan_matched_real_3e6715af6ef40a15,gan_matched_real,data/HFCF_small_131.parquet,0,475,000000080455.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_3e6715af6ef40a15_000000080455.jpg.jpg,complete
cf_train_v3_gan_matched_real_3ecccf84663c2bea,gan_matched_real,data/HFCF_small_131.parquet,0,2432,000000127942.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_3ecccf84663c2bea_000000127942.jpg.jpg,complete
cf_train_v3_gan_matched_real_3f7ec46168446287,gan_matched_real,data/HFCF_small_131.parquet,0,461,000000001025.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_3f7ec46168446287_000000001025.jpg.jpg,complete
cf_train_v3_gan_matched_real_3f81f9bbd4bf84dd,gan_matched_real,data/HFCF_small_131.parquet,0,1607,000000068597.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_3f81f9bbd4bf84dd_000000068597.jpg.jpg,complete
cf_train_v3_gan_matched_real_3fa5903694083e86,gan_matched_real,data/HFCF_small_131.parquet,0,30,000000080305.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_3fa5903694083e86_000000080305.jpg.jpg,complete
cf_train_v3_gan_matched_real_3fc791b44382a571,gan_matched_real,data/HFCF_small_131.parquet,0,1534,000000052596.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_3fc791b44382a571_000000052596.jpg.jpg,complete
cf_train_v3_gan_matched_real_3fd9b6dd0e612e8e,gan_matched_real,data/HFCF_small_131.parquet,0,274,000000440066.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_3fd9b6dd0e612e8e_000000440066.jpg.jpg,complete
cf_train_v3_gan_matched_real_3ff4b8031053d445,gan_matched_real,data/HFCF_small_131.parquet,0,1723,000000248033.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_3ff4b8031053d445_000000248033.jpg.jpg,complete
cf_train_v3_gan_matched_real_402a07bf7bd7490e,gan_matched_real,data/HFCF_small_131.parquet,0,1635,000000097526.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_402a07bf7bd7490e_000000097526.jpg.jpg,complete
cf_train_v3_gan_matched_real_403557906552673c,gan_matched_real,data/HFCF_small_131.parquet,0,678,000000335233.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_403557906552673c_000000335233.jpg.jpg,complete
cf_train_v3_gan_matched_real_4068d6c360457b23,gan_matched_real,data/HFCF_small_131.parquet,0,774,000000008958.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4068d6c360457b23_000000008958.jpg.jpg,complete
cf_train_v3_gan_matched_real_4095cf690634e250,gan_matched_real,data/HFCF_small_131.parquet,0,1247,000000004916.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4095cf690634e250_000000004916.jpg.jpg,complete
cf_train_v3_gan_matched_real_414c35c0c30cc37d,gan_matched_real,data/HFCF_small_131.parquet,0,2606,000000147375.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_414c35c0c30cc37d_000000147375.jpg.jpg,complete
cf_train_v3_gan_matched_real_41aa7313030aeb87,gan_matched_real,data/HFCF_small_131.parquet,0,2211,000000197638.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_41aa7313030aeb87_000000197638.jpg.jpg,complete
cf_train_v3_gan_matched_real_4215e4473d83bd77,gan_matched_real,data/HFCF_small_131.parquet,0,481,000000530925.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4215e4473d83bd77_000000530925.jpg.jpg,complete
cf_train_v3_gan_matched_real_42c89318c4d83260,gan_matched_real,data/HFCF_small_131.parquet,0,2961,000000176275.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_42c89318c4d83260_000000176275.jpg.jpg,complete
cf_train_v3_gan_matched_real_430dff391709c27f,gan_matched_real,data/HFCF_small_131.parquet,0,829,000000150919.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_430dff391709c27f_000000150919.jpg.jpg,complete
cf_train_v3_gan_matched_real_431c1a591bbc7520,gan_matched_real,data/HFCF_small_131.parquet,0,2535,000000325327.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_431c1a591bbc7520_000000325327.jpg.jpg,complete
cf_train_v3_gan_matched_real_4344243037cd84d1,gan_matched_real,data/HFCF_small_131.parquet,0,883,000000516471.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4344243037cd84d1_000000516471.jpg.jpg,complete
cf_train_v3_gan_matched_real_435736b93a497a90,gan_matched_real,data/HFCF_small_131.parquet,0,968,000000425161.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_435736b93a497a90_000000425161.jpg.jpg,complete
cf_train_v3_gan_matched_real_43bca6e3624ffe7a,gan_matched_real,data/HFCF_small_131.parquet,0,2001,000000475182.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_43bca6e3624ffe7a_000000475182.jpg.jpg,complete
cf_train_v3_gan_matched_real_43c4b67185edb966,gan_matched_real,data/HFCF_small_131.parquet,0,1177,000000204767.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_43c4b67185edb966_000000204767.jpg.jpg,complete
cf_train_v3_gan_matched_real_43f4e569f3f6e210,gan_matched_real,data/HFCF_small_131.parquet,0,2351,000000546295.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_43f4e569f3f6e210_000000546295.jpg.jpg,complete
cf_train_v3_gan_matched_real_43fa0c43793bdbf4,gan_matched_real,data/HFCF_small_131.parquet,0,1410,000000087956.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_43fa0c43793bdbf4_000000087956.jpg.jpg,complete
cf_train_v3_gan_matched_real_44590b26c17be5a0,gan_matched_real,data/HFCF_small_131.parquet,0,551,000000552641.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_44590b26c17be5a0_000000552641.jpg.jpg,complete
cf_train_v3_gan_matched_real_4489946e94410f1c,gan_matched_real,data/HFCF_small_131.parquet,0,2698,000000148859.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4489946e94410f1c_000000148859.jpg.jpg,complete
cf_train_v3_gan_matched_real_44c9300c0287d5e8,gan_matched_real,data/HFCF_small_131.parquet,0,1583,000000503799.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_44c9300c0287d5e8_000000503799.jpg.jpg,complete
cf_train_v3_gan_matched_real_451ba786c08ba7f7,gan_matched_real,data/HFCF_small_131.parquet,0,1732,000000306267.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_451ba786c08ba7f7_000000306267.jpg.jpg,complete
cf_train_v3_gan_matched_real_4570b5d0018494cd,gan_matched_real,data/HFCF_small_131.parquet,0,2960,000000373309.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4570b5d0018494cd_000000373309.jpg.jpg,complete
cf_train_v3_gan_matched_real_4572cc03fe7f5f47,gan_matched_real,data/HFCF_small_131.parquet,0,2756,000000096497.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4572cc03fe7f5f47_000000096497.jpg.jpg,complete
cf_train_v3_gan_matched_real_45a8fb7d54e2a438,gan_matched_real,data/HFCF_small_131.parquet,0,181,000000068204.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_45a8fb7d54e2a438_000000068204.jpg.jpg,complete
cf_train_v3_gan_matched_real_4618a7239fac8a5d,gan_matched_real,data/HFCF_small_131.parquet,0,1425,000000512989.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4618a7239fac8a5d_000000512989.jpg.jpg,complete
cf_train_v3_gan_matched_real_4638d7f2f35874ea,gan_matched_real,data/HFCF_small_131.parquet,0,2791,000000212675.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4638d7f2f35874ea_000000212675.jpg.jpg,complete
cf_train_v3_gan_matched_real_4696c7ee52f1b5bf,gan_matched_real,data/HFCF_small_131.parquet,0,2889,000000435340.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4696c7ee52f1b5bf_000000435340.jpg.jpg,complete
cf_train_v3_gan_matched_real_469d2217a38fee6a,gan_matched_real,data/HFCF_small_131.parquet,0,1433,000000015902.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_469d2217a38fee6a_000000015902.jpg.jpg,complete
cf_train_v3_gan_matched_real_469e4b39977d7bd6,gan_matched_real,data/HFCF_small_131.parquet,0,2298,000000053139.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_469e4b39977d7bd6_000000053139.jpg.jpg,complete
cf_train_v3_gan_matched_real_46d1f59da4d8ae03,gan_matched_real,data/HFCF_small_131.parquet,0,175,000000170293.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_46d1f59da4d8ae03_000000170293.jpg.jpg,complete
cf_train_v3_gan_matched_real_46e66a4cb290075d,gan_matched_real,data/HFCF_small_131.parquet,0,1544,000000510593.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_46e66a4cb290075d_000000510593.jpg.jpg,complete
cf_train_v3_gan_matched_real_4700d7638d83270e,gan_matched_real,data/HFCF_small_131.parquet,0,289,000000278936.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4700d7638d83270e_000000278936.jpg.jpg,complete
cf_train_v3_gan_matched_real_472335f6368a7e39,gan_matched_real,data/HFCF_small_131.parquet,0,2356,000000113571.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_472335f6368a7e39_000000113571.jpg.jpg,complete
cf_train_v3_gan_matched_real_47ca18952aa50c8c,gan_matched_real,data/HFCF_small_131.parquet,0,984,000000549232.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_47ca18952aa50c8c_000000549232.jpg.jpg,complete
cf_train_v3_gan_matched_real_48304455c17039ee,gan_matched_real,data/HFCF_small_131.parquet,0,744,000000323054.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_48304455c17039ee_000000323054.jpg.jpg,complete
cf_train_v3_gan_matched_real_4862243caf73c177,gan_matched_real,data/HFCF_small_131.parquet,0,763,000000563713.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4862243caf73c177_000000563713.jpg.jpg,complete
cf_train_v3_gan_matched_real_48cac6b17098b434,gan_matched_real,data/HFCF_small_131.parquet,0,1436,000000520337.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_48cac6b17098b434_000000520337.jpg.jpg,complete
cf_train_v3_gan_matched_real_48e3ca05e30aa57e,gan_matched_real,data/HFCF_small_131.parquet,0,2313,000000175111.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_48e3ca05e30aa57e_000000175111.jpg.jpg,complete
cf_train_v3_gan_matched_real_491ce5fa307ef619,gan_matched_real,data/HFCF_small_131.parquet,0,354,000000394214.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_491ce5fa307ef619_000000394214.jpg.jpg,complete
cf_train_v3_gan_matched_real_497698c7778665ae,gan_matched_real,data/HFCF_small_131.parquet,0,382,000000305277.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_497698c7778665ae_000000305277.jpg.jpg,complete
cf_train_v3_gan_matched_real_49fa0c40adec6c1c,gan_matched_real,data/HFCF_small_131.parquet,0,952,000000054943.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_49fa0c40adec6c1c_000000054943.jpg.jpg,complete
cf_train_v3_gan_matched_real_49fa877567df5570,gan_matched_real,data/HFCF_small_131.parquet,0,2103,000000022103.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_49fa877567df5570_000000022103.jpg.jpg,complete
cf_train_v3_gan_matched_real_4a2e106cd84cd00e,gan_matched_real,data/HFCF_small_131.parquet,0,340,000000237851.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4a2e106cd84cd00e_000000237851.jpg.jpg,complete
cf_train_v3_gan_matched_real_4a6fbe70d477bcc0,gan_matched_real,data/HFCF_small_131.parquet,0,938,000000493923.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4a6fbe70d477bcc0_000000493923.jpg.jpg,complete
cf_train_v3_gan_matched_real_4a71b05d3547c026,gan_matched_real,data/HFCF_small_131.parquet,0,1684,000000233381.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4a71b05d3547c026_000000233381.jpg.jpg,complete
cf_train_v3_gan_matched_real_4a80173dd6add4d6,gan_matched_real,data/HFCF_small_131.parquet,0,70,000000075494.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4a80173dd6add4d6_000000075494.jpg.jpg,complete
cf_train_v3_gan_matched_real_4b0ef1c1bbf86802,gan_matched_real,data/HFCF_small_131.parquet,0,1250,000000376087.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4b0ef1c1bbf86802_000000376087.jpg.jpg,complete
cf_train_v3_gan_matched_real_4b3bf033885fcb11,gan_matched_real,data/HFCF_small_131.parquet,0,1402,000000442185.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4b3bf033885fcb11_000000442185.jpg.jpg,complete
cf_train_v3_gan_matched_real_4ba32db6f3dc45d5,gan_matched_real,data/HFCF_small_131.parquet,0,1,000000263176.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4ba32db6f3dc45d5_000000263176.jpg.jpg,complete
cf_train_v3_gan_matched_real_4bb552b2bf5e908c,gan_matched_real,data/HFCF_small_131.parquet,0,554,000000189156.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4bb552b2bf5e908c_000000189156.jpg.jpg,complete
cf_train_v3_gan_matched_real_4c2252b9dc8e1c3f,gan_matched_real,data/HFCF_small_131.parquet,0,1722,000000337425.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4c2252b9dc8e1c3f_000000337425.jpg.jpg,complete
cf_train_v3_gan_matched_real_4c38bb23ab0d71be,gan_matched_real,data/HFCF_small_131.parquet,0,2932,000000196205.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4c38bb23ab0d71be_000000196205.jpg.jpg,complete
cf_train_v3_gan_matched_real_4c3d2996207aca0b,gan_matched_real,data/HFCF_small_131.parquet,0,2180,000000266486.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4c3d2996207aca0b_000000266486.jpg.jpg,complete
cf_train_v3_gan_matched_real_4c3f25d196ed2013,gan_matched_real,data/HFCF_small_131.parquet,0,2318,000000534771.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4c3f25d196ed2013_000000534771.jpg.jpg,complete
cf_train_v3_gan_matched_real_4c5d9ba0b38ac38e,gan_matched_real,data/HFCF_small_131.parquet,0,1840,000000045222.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4c5d9ba0b38ac38e_000000045222.jpg.jpg,complete
cf_train_v3_gan_matched_real_4cc7386a6f6bc19b,gan_matched_real,data/HFCF_small_131.parquet,0,1301,000000491830.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4cc7386a6f6bc19b_000000491830.jpg.jpg,complete
cf_train_v3_gan_matched_real_4df10c78a0889e86,gan_matched_real,data/HFCF_small_131.parquet,0,462,000000258440.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4df10c78a0889e86_000000258440.jpg.jpg,complete
cf_train_v3_gan_matched_real_4df6f05f5cd9ed4a,gan_matched_real,data/HFCF_small_131.parquet,0,506,000000291586.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4df6f05f5cd9ed4a_000000291586.jpg.jpg,complete
cf_train_v3_gan_matched_real_4e6986341d5f1dd7,gan_matched_real,data/HFCF_small_131.parquet,0,2711,000000410225.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4e6986341d5f1dd7_000000410225.jpg.jpg,complete
cf_train_v3_gan_matched_real_4e79ca83a459a4a1,gan_matched_real,data/HFCF_small_131.parquet,0,1949,000000284056.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4e79ca83a459a4a1_000000284056.jpg.jpg,complete
cf_train_v3_gan_matched_real_4efcac406d89e40e,gan_matched_real,data/HFCF_small_131.parquet,0,1392,000000333216.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4efcac406d89e40e_000000333216.jpg.jpg,complete
cf_train_v3_gan_matched_real_4f0f429ca1e1fe1d,gan_matched_real,data/HFCF_small_131.parquet,0,2022,000000543683.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_4f0f429ca1e1fe1d_000000543683.jpg.jpg,complete
cf_train_v3_gan_matched_real_50303ce8e8cd799d,gan_matched_real,data/HFCF_small_131.parquet,0,496,000000072794.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_50303ce8e8cd799d_000000072794.jpg.jpg,complete
cf_train_v3_gan_matched_real_504cd7189431d57d,gan_matched_real,data/HFCF_small_131.parquet,0,1151,000000440899.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_504cd7189431d57d_000000440899.jpg.jpg,complete
cf_train_v3_gan_matched_real_51311f7868c2532e,gan_matched_real,data/HFCF_small_131.parquet,0,2732,000000009725.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_51311f7868c2532e_000000009725.jpg.jpg,complete
cf_train_v3_gan_matched_real_513303772b4cbb38,gan_matched_real,data/HFCF_small_131.parquet,0,1947,000000183330.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_513303772b4cbb38_000000183330.jpg.jpg,complete
cf_train_v3_gan_matched_real_513678317bff9780,gan_matched_real,data/HFCF_small_131.parquet,0,1167,000000148263.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_513678317bff9780_000000148263.jpg.jpg,complete
cf_train_v3_gan_matched_real_51ec66ecf0f5ce7a,gan_matched_real,data/HFCF_small_131.parquet,0,2699,000000407968.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_51ec66ecf0f5ce7a_000000407968.jpg.jpg,complete
cf_train_v3_gan_matched_real_523c7ed683a24cf1,gan_matched_real,data/HFCF_small_131.parquet,0,1195,000000230004.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_523c7ed683a24cf1_000000230004.jpg.jpg,complete
cf_train_v3_gan_matched_real_52608f88f799aa97,gan_matched_real,data/HFCF_small_131.parquet,0,2840,000000143777.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_52608f88f799aa97_000000143777.jpg.jpg,complete
cf_train_v3_gan_matched_real_52d2095769e5b42c,gan_matched_real,data/HFCF_small_131.parquet,0,681,000000296153.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_52d2095769e5b42c_000000296153.jpg.jpg,complete
cf_train_v3_gan_matched_real_52d851b43fbc45b6,gan_matched_real,data/HFCF_small_131.parquet,0,1961,000000033489.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_52d851b43fbc45b6_000000033489.jpg.jpg,complete
cf_train_v3_gan_matched_real_52e08908ff9bd3a5,gan_matched_real,data/HFCF_small_131.parquet,0,1355,000000381413.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_52e08908ff9bd3a5_000000381413.jpg.jpg,complete
cf_train_v3_gan_matched_real_53019dbe512982a2,gan_matched_real,data/HFCF_small_131.parquet,0,1023,000000044928.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_53019dbe512982a2_000000044928.jpg.jpg,complete
cf_train_v3_gan_matched_real_5311d51bdae80256,gan_matched_real,data/HFCF_small_131.parquet,0,555,000000349485.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_5311d51bdae80256_000000349485.jpg.jpg,complete
cf_train_v3_gan_matched_real_53405cd860544f46,gan_matched_real,data/HFCF_small_131.parquet,0,1942,000000436002.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_53405cd860544f46_000000436002.jpg.jpg,complete
cf_train_v3_gan_matched_real_539cbb6172bfa1aa,gan_matched_real,data/HFCF_small_131.parquet,0,2102,000000104800.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_539cbb6172bfa1aa_000000104800.jpg.jpg,complete
cf_train_v3_gan_matched_real_53b6dfccc7a5760d,gan_matched_real,data/HFCF_small_131.parquet,0,2965,000000029431.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_53b6dfccc7a5760d_000000029431.jpg.jpg,complete
cf_train_v3_gan_matched_real_53cf707f7a4be1ce,gan_matched_real,data/HFCF_small_131.parquet,0,139,000000379235.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_53cf707f7a4be1ce_000000379235.jpg.jpg,complete
cf_train_v3_gan_matched_real_53d37ae73f8dacb1,gan_matched_real,data/HFCF_small_131.parquet,0,762,000000371255.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_53d37ae73f8dacb1_000000371255.jpg.jpg,complete
cf_train_v3_gan_matched_real_53ebe2e74e465c90,gan_matched_real,data/HFCF_small_131.parquet,0,1293,000000304530.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_53ebe2e74e465c90_000000304530.jpg.jpg,complete
cf_train_v3_gan_matched_real_5468ef224e1570f8,gan_matched_real,data/HFCF_small_131.parquet,0,1972,000000438200.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_5468ef224e1570f8_000000438200.jpg.jpg,complete
cf_train_v3_gan_matched_real_54767588cc8d697a,gan_matched_real,data/HFCF_small_131.parquet,0,1958,000000394879.jpg,JPEG,COCO,,train,0,Real,train_v3_additions/real/cf_train_v3_gan_matched_real_54767588cc8d697a_000000394879.jpg.jpg,complete
