sample_id,addition_group,source_file,row_group,row_index,image_name,source_format,model_name_raw,canonical_generator_id,real_source,official_split,label,architecture,relative_path,status
cf_external_unseen_v3_aigi_commercial_75aac0d1d4212540,aigi_commercial,data/CompEval-00308-of-00413.parquet,0,5,00000076_1.png,PNG,Imagen3,imagen3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_75aac0d1d4212540_00000076_1.png.png,complete
cf_external_unseen_v3_aigi_commercial_761658c38bc7102f,aigi_commercial,data/CompEval-00300-of-00413.parquet,0,20,00000345.png,PNG,FLUX-dev,flux-dev,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_761658c38bc7102f_00000345.png.png,complete
cf_external_unseen_v3_aigi_commercial_765ed68b74421b4f,aigi_commercial,data/CompEval-00284-of-00413.parquet,0,14,00000328_2.png,PNG,MidjourneyV6_1,midjourneyv6-1,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_765ed68b74421b4f_00000328_2.png.png,complete
cf_external_unseen_v3_aigi_commercial_7686c3739f6b9390,aigi_commercial,data/CompEval-00230-of-00413.parquet,1,3,00000876.png,PNG,Dalle3,dalle3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7686c3739f6b9390_00000876.png.png,complete
cf_external_unseen_v3_aigi_commercial_769565714d55f753,aigi_commercial,data/CompEval-00147-of-00413.parquet,3,16,00000997.png,PNG,IdeogramV2,ideogramv2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_769565714d55f753_00000997.png.png,complete
cf_external_unseen_v3_aigi_commercial_769dd2f5c181b6e2,aigi_commercial,data/CompEval-00252-of-00413.parquet,1,7,00000254.png,PNG,Dalle2,dalle2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_769dd2f5c181b6e2_00000254.png.png,complete
cf_external_unseen_v3_aigi_commercial_76c015182c58bd21,aigi_commercial,data/CompEval-00250-of-00413.parquet,0,0,00000523.png,PNG,Dalle2,dalle2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_76c015182c58bd21_00000523.png.png,complete
cf_external_unseen_v3_aigi_commercial_76dfd59a4598a65b,aigi_commercial,data/CompEval-00300-of-00413.parquet,0,10,00000378.png,PNG,FLUX-dev,flux-dev,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_76dfd59a4598a65b_00000378.png.png,complete
cf_external_unseen_v3_aigi_commercial_76f4611d2976656c,aigi_commercial,data/CompEval-00335-of-00413.parquet,1,13,00000367_0.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_76f4611d2976656c_00000367_0.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_776caaaf6314fb0f,aigi_commercial,data/CompEval-00141-of-00413.parquet,3,12,00000169.png,PNG,FLUX-schnell,flux-schnell,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_776caaaf6314fb0f_00000169.png.png,complete
cf_external_unseen_v3_aigi_commercial_779bca1aa2464181,aigi_commercial,data/CompEval-00294-of-00413.parquet,3,10,00000967.png,PNG,FLUX-dev,flux-dev,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_779bca1aa2464181_00000967.png.png,complete
cf_external_unseen_v3_aigi_commercial_77cc3c104620a95d,aigi_commercial,data/CompEval-00183-of-00413.parquet,3,10,00000164.png,PNG,FLUX-schnell,flux-schnell,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_77cc3c104620a95d_00000164.png.png,complete
cf_external_unseen_v3_aigi_commercial_77e1d8c29d56ee1b,aigi_commercial,data/CompEval-00266-of-00413.parquet,1,11,00000440_3.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_77e1d8c29d56ee1b_00000440_3.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_780b1000c6f884ad,aigi_commercial,data/CompEval-00051-of-00413.parquet,2,16,00000135_3.png,PNG,MidjourneyV5_2,midjourneyv5-2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_780b1000c6f884ad_00000135_3.png.png,complete
cf_external_unseen_v3_aigi_commercial_78316267cc265a13,aigi_commercial,data/CompEval-00266-of-00413.parquet,1,21,00000061_1.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_78316267cc265a13_00000061_1.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_7855ee0f779832f8,aigi_commercial,data/CompEval-00252-of-00413.parquet,1,22,00000485.png,PNG,Dalle2,dalle2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7855ee0f779832f8_00000485.png.png,complete
cf_external_unseen_v3_aigi_commercial_785d5b78efc4995f,aigi_commercial,data/CompEval-00266-of-00413.parquet,1,4,00000307_0.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_785d5b78efc4995f_00000307_0.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_78a7360fb99ac6b6,aigi_commercial,data/CompEval-00173-of-00413.parquet,4,7,00000267_2.png,PNG,Imagen3,imagen3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_78a7360fb99ac6b6_00000267_2.png.png,complete
cf_external_unseen_v3_aigi_commercial_78ead7e57b72ecd5,aigi_commercial,data/CompEval-00250-of-00413.parquet,0,24,00000964.png,PNG,Dalle2,dalle2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_78ead7e57b72ecd5_00000964.png.png,complete
cf_external_unseen_v3_aigi_commercial_78ee209639e890d3,aigi_commercial,data/CompEval-00173-of-00413.parquet,4,21,00000163_2.png,PNG,Imagen3,imagen3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_78ee209639e890d3_00000163_2.png.png,complete
cf_external_unseen_v3_aigi_commercial_791e9596e43cfb0b,aigi_commercial,data/CompEval-00208-of-00413.parquet,1,24,00000243_2.jpg,JPEG,Firefly_Image2,firefly-image2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_791e9596e43cfb0b_00000243_2.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_79bf0fbe19f339dc,aigi_commercial,data/CompEval-00390-of-00413.parquet,0,2,00000210_3.png,PNG,MidjourneyV6_1,midjourneyv6-1,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_79bf0fbe19f339dc_00000210_3.png.png,complete
cf_external_unseen_v3_aigi_commercial_79d182bd1490c5a9,aigi_commercial,data/CompEval-00406-of-00413.parquet,3,16,00000591.png,PNG,IdeogramV1,ideogramv1,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_79d182bd1490c5a9_00000591.png.png,complete
cf_external_unseen_v3_aigi_commercial_79dd930298417420,aigi_commercial,data/CompEval-00307-of-00413.parquet,3,21,00000202_0.png,PNG,Imagen3,imagen3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_79dd930298417420_00000202_0.png.png,complete
cf_external_unseen_v3_aigi_commercial_7a5dd293a564b47f,aigi_commercial,data/CompEval-00048-of-00413.parquet,1,15,00000479_1.png,PNG,MidjourneyV5_2,midjourneyv5-2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7a5dd293a564b47f_00000479_1.png.png,complete
cf_external_unseen_v3_aigi_commercial_7ab34dd1267290c5,aigi_commercial,data/CompEval-00268-of-00413.parquet,2,12,00000063_3.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7ab34dd1267290c5_00000063_3.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_7aceed29593da3f7,aigi_commercial,data/CompEval-00253-of-00413.parquet,1,6,00000797.png,PNG,Dalle2,dalle2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7aceed29593da3f7_00000797.png.png,complete
cf_external_unseen_v3_aigi_commercial_7ae062630797b0c1,aigi_commercial,data/CompEval-00335-of-00413.parquet,1,0,00000185_3.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7ae062630797b0c1_00000185_3.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_7b1ae80139d84ca8,aigi_commercial,data/CompEval-00266-of-00413.parquet,1,9,00000321_1.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7b1ae80139d84ca8_00000321_1.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_7b5860bc23517a7f,aigi_commercial,data/CompEval-00264-of-00413.parquet,2,3,00000308_1.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7b5860bc23517a7f_00000308_1.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_7b5e3adcff0b9118,aigi_commercial,data/CompEval-00300-of-00413.parquet,2,22,00000594.png,PNG,FLUX-dev,flux-dev,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7b5e3adcff0b9118_00000594.png.png,complete
cf_external_unseen_v3_aigi_commercial_7beb8f8df43ec1f4,aigi_commercial,data/CompEval-00144-of-00413.parquet,2,16,00000578.png,PNG,IdeogramV2,ideogramv2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7beb8f8df43ec1f4_00000578.png.png,complete
cf_external_unseen_v3_aigi_commercial_7bf3fd7e2b01a1a6,aigi_commercial,data/CompEval-00252-of-00413.parquet,1,16,00000693.png,PNG,Dalle2,dalle2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7bf3fd7e2b01a1a6_00000693.png.png,complete
cf_external_unseen_v3_aigi_commercial_7c2d33c6dd2418ea,aigi_commercial,data/CompEval-00183-of-00413.parquet,3,17,00000636.png,PNG,FLUX-schnell,flux-schnell,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7c2d33c6dd2418ea_00000636.png.png,complete
cf_external_unseen_v3_aigi_commercial_7c2ea4bdc37018a3,aigi_commercial,data/CompEval-00264-of-00413.parquet,2,8,00000340_2.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7c2ea4bdc37018a3_00000340_2.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_7cbf0532bca215fb,aigi_commercial,data/CompEval-00252-of-00413.parquet,1,5,00000841.png,PNG,Dalle2,dalle2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7cbf0532bca215fb_00000841.png.png,complete
cf_external_unseen_v3_aigi_commercial_7cc2849d65e68083,aigi_commercial,data/CompEval-00228-of-00413.parquet,2,13,00000611.png,PNG,Dalle3,dalle3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7cc2849d65e68083_00000611.png.png,complete
cf_external_unseen_v3_aigi_commercial_7cf9a7be31551d34,aigi_commercial,data/CompEval-00141-of-00413.parquet,3,24,00000306.png,PNG,FLUX-schnell,flux-schnell,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7cf9a7be31551d34_00000306.png.png,complete
cf_external_unseen_v3_aigi_commercial_7d19063a38754310,aigi_commercial,data/CompEval-00069-of-00413.parquet,0,15,00000249_0.jpg,JPEG,Firefly_Image2,firefly-image2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7d19063a38754310_00000249_0.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_7d35c107be6f8d87,aigi_commercial,data/CompEval-00066-of-00413.parquet,1,4,00000026_0.jpg,JPEG,Firefly_Image2,firefly-image2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7d35c107be6f8d87_00000026_0.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_7d3ba3a6f09258be,aigi_commercial,data/CompEval-00264-of-00413.parquet,2,1,00000245_1.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7d3ba3a6f09258be_00000245_1.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_7d4eaf1a074403ae,aigi_commercial,data/CompEval-00144-of-00413.parquet,2,15,00000900.png,PNG,IdeogramV2,ideogramv2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7d4eaf1a074403ae_00000900.png.png,complete
cf_external_unseen_v3_aigi_commercial_7d5b1bfc45cba5e0,aigi_commercial,data/CompEval-00141-of-00413.parquet,3,4,00000496.png,PNG,FLUX-schnell,flux-schnell,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7d5b1bfc45cba5e0_00000496.png.png,complete
cf_external_unseen_v3_aigi_commercial_7d9c20e8e5b9ee7e,aigi_commercial,data/CompEval-00252-of-00413.parquet,1,17,00000282.png,PNG,Dalle2,dalle2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7d9c20e8e5b9ee7e_00000282.png.png,complete
cf_external_unseen_v3_aigi_commercial_7e4d2204f8e565df,aigi_commercial,data/CompEval-00144-of-00413.parquet,2,13,00000989.png,PNG,IdeogramV2,ideogramv2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7e4d2204f8e565df_00000989.png.png,complete
cf_external_unseen_v3_aigi_commercial_7e4e8a7a5a70196c,aigi_commercial,data/CompEval-00230-of-00413.parquet,1,1,00000204.png,PNG,Dalle3,dalle3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7e4e8a7a5a70196c_00000204.png.png,complete
cf_external_unseen_v3_aigi_commercial_7e5afc9ebe3bf7ed,aigi_commercial,data/CompEval-00141-of-00413.parquet,3,7,00000804.png,PNG,FLUX-schnell,flux-schnell,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7e5afc9ebe3bf7ed_00000804.png.png,complete
cf_external_unseen_v3_aigi_commercial_7e9c1760d8b5fad4,aigi_commercial,data/CompEval-00228-of-00413.parquet,3,24,00000357.png,PNG,Dalle3,dalle3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7e9c1760d8b5fad4_00000357.png.png,complete
cf_external_unseen_v3_aigi_commercial_7eb3900b99d26e94,aigi_commercial,data/CompEval-00142-of-00413.parquet,4,20,00000815.png,PNG,FLUX-schnell,flux-schnell,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7eb3900b99d26e94_00000815.png.png,complete
cf_external_unseen_v3_aigi_commercial_7ecc9704f08f5b02,aigi_commercial,data/CompEval-00285-of-00413.parquet,2,0,00000149_0.png,PNG,MidjourneyV6_1,midjourneyv6-1,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7ecc9704f08f5b02_00000149_0.png.png,complete
cf_external_unseen_v3_aigi_commercial_7f6f85ce963ab13f,aigi_commercial,data/CompEval-00048-of-00413.parquet,1,2,00000017_2.png,PNG,MidjourneyV5_2,midjourneyv5-2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7f6f85ce963ab13f_00000017_2.png.png,complete
cf_external_unseen_v3_aigi_commercial_7fb48d0c6e60185f,aigi_commercial,data/CompEval-00284-of-00413.parquet,0,17,00000166_3.png,PNG,MidjourneyV6_1,midjourneyv6-1,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_7fb48d0c6e60185f_00000166_3.png.png,complete
cf_external_unseen_v3_aigi_commercial_802c9894c1b379d9,aigi_commercial,data/CompEval-00228-of-00413.parquet,2,19,00000793.png,PNG,Dalle3,dalle3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_802c9894c1b379d9_00000793.png.png,complete
cf_external_unseen_v3_aigi_commercial_806320a07840d653,aigi_commercial,data/CompEval-00181-of-00413.parquet,4,24,00000195_1.jpg,JPEG,Firefly_Image2,firefly-image2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_806320a07840d653_00000195_1.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_8118c460e7d53e8d,aigi_commercial,data/CompEval-00145-of-00413.parquet,0,3,00000483.png,PNG,IdeogramV2,ideogramv2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_8118c460e7d53e8d_00000483.png.png,complete
cf_external_unseen_v3_aigi_commercial_82113cb9156ad0cc,aigi_commercial,data/CompEval-00069-of-00413.parquet,0,24,00000329_0.jpg,JPEG,Firefly_Image2,firefly-image2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_82113cb9156ad0cc_00000329_0.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_8227fc2b2eea18e0,aigi_commercial,data/CompEval-00048-of-00413.parquet,1,17,00000082_3.png,PNG,MidjourneyV5_2,midjourneyv5-2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_8227fc2b2eea18e0_00000082_3.png.png,complete
cf_external_unseen_v3_aigi_commercial_822b9096c255520f,aigi_commercial,data/CompEval-00407-of-00413.parquet,1,6,00000251.png,PNG,IdeogramV1,ideogramv1,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_822b9096c255520f_00000251.png.png,complete
cf_external_unseen_v3_aigi_commercial_823178e9cb8b9d08,aigi_commercial,data/CompEval-00066-of-00413.parquet,1,21,00000363_1.jpg,JPEG,Firefly_Image2,firefly-image2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_823178e9cb8b9d08_00000363_1.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_8231f5c920cefc36,aigi_commercial,data/CompEval-00048-of-00413.parquet,1,0,00000198_1.png,PNG,MidjourneyV5_2,midjourneyv5-2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_8231f5c920cefc36_00000198_1.png.png,complete
cf_external_unseen_v3_aigi_commercial_82622d0c36bead48,aigi_commercial,data/CompEval-00390-of-00413.parquet,0,9,00000414_1.png,PNG,MidjourneyV6_1,midjourneyv6-1,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_82622d0c36bead48_00000414_1.png.png,complete
cf_external_unseen_v3_aigi_commercial_8287e0c79d67c5e5,aigi_commercial,data/CompEval-00266-of-00413.parquet,1,5,00000097_3.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_8287e0c79d67c5e5_00000097_3.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_82a19137b642d436,aigi_commercial,data/CompEval-00253-of-00413.parquet,1,20,00000459.png,PNG,Dalle2,dalle2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_82a19137b642d436_00000459.png.png,complete
cf_external_unseen_v3_aigi_commercial_83036859cc45ff55,aigi_commercial,data/CompEval-00145-of-00413.parquet,2,15,00000760.png,PNG,IdeogramV2,ideogramv2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_83036859cc45ff55_00000760.png.png,complete
cf_external_unseen_v3_aigi_commercial_830498236d867fb1,aigi_commercial,data/CompEval-00390-of-00413.parquet,3,23,00000373_1.png,PNG,MidjourneyV6_1,midjourneyv6-1,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_830498236d867fb1_00000373_1.png.png,complete
cf_external_unseen_v3_aigi_commercial_833512eba19ed0ba,aigi_commercial,data/CompEval-00184-of-00413.parquet,3,5,00000923.png,PNG,FLUX-schnell,flux-schnell,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_833512eba19ed0ba_00000923.png.png,complete
cf_external_unseen_v3_aigi_commercial_83de4b1d62311738,aigi_commercial,data/CompEval-00285-of-00413.parquet,2,14,00000162_3.png,PNG,MidjourneyV6_1,midjourneyv6-1,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_83de4b1d62311738_00000162_3.png.png,complete
cf_external_unseen_v3_aigi_commercial_84db213c789bd109,aigi_commercial,data/CompEval-00390-of-00413.parquet,3,1,00000265_3.png,PNG,MidjourneyV6_1,midjourneyv6-1,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_84db213c789bd109_00000265_3.png.png,complete
cf_external_unseen_v3_aigi_commercial_8513118afa4dd8f6,aigi_commercial,data/CompEval-00264-of-00413.parquet,2,22,00000328_0.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_8513118afa4dd8f6_00000328_0.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_85230d5e72bc670c,aigi_commercial,data/CompEval-00252-of-00413.parquet,1,14,00000973.png,PNG,Dalle2,dalle2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_85230d5e72bc670c_00000973.png.png,complete
cf_external_unseen_v3_aigi_commercial_85dcbc6f88ba770c,aigi_commercial,data/CompEval-00144-of-00413.parquet,2,9,00000079.png,PNG,IdeogramV2,ideogramv2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_85dcbc6f88ba770c_00000079.png.png,complete
cf_external_unseen_v3_aigi_commercial_8610fa6da1213d50,aigi_commercial,data/CompEval-00184-of-00413.parquet,3,15,00000812.png,PNG,FLUX-schnell,flux-schnell,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_8610fa6da1213d50_00000812.png.png,complete
cf_external_unseen_v3_aigi_commercial_864a841f7192a925,aigi_commercial,data/CompEval-00390-of-00413.parquet,3,7,00000283_3.png,PNG,MidjourneyV6_1,midjourneyv6-1,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_864a841f7192a925_00000283_3.png.png,complete
cf_external_unseen_v3_aigi_commercial_8671523d783dc1a6,aigi_commercial,data/CompEval-00303-of-00413.parquet,2,0,00000230_3.png,PNG,Imagen3,imagen3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_8671523d783dc1a6_00000230_3.png.png,complete
cf_external_unseen_v3_aigi_commercial_86afc0921a126bc0,aigi_commercial,data/CompEval-00066-of-00413.parquet,1,10,00000346_3.jpg,JPEG,Firefly_Image2,firefly-image2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_86afc0921a126bc0_00000346_3.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_86e1cf4a150e5f0a,aigi_commercial,data/CompEval-00230-of-00413.parquet,1,18,00000336.png,PNG,Dalle3,dalle3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_86e1cf4a150e5f0a_00000336.png.png,complete
cf_external_unseen_v3_aigi_commercial_870da341b73cd720,aigi_commercial,data/CompEval-00253-of-00413.parquet,1,13,00000574.png,PNG,Dalle2,dalle2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_870da341b73cd720_00000574.png.png,complete
cf_external_unseen_v3_aigi_commercial_8770c12cd435f934,aigi_commercial,data/CompEval-00250-of-00413.parquet,0,12,00000050.png,PNG,Dalle2,dalle2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_8770c12cd435f934_00000050.png.png,complete
cf_external_unseen_v3_aigi_commercial_880c9874dd0280ca,aigi_commercial,data/CompEval-00406-of-00413.parquet,3,5,00000785.png,PNG,IdeogramV1,ideogramv1,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_880c9874dd0280ca_00000785.png.png,complete
cf_external_unseen_v3_aigi_commercial_8890d82ee6d919d1,aigi_commercial,data/CompEval-00294-of-00413.parquet,3,7,00000461.png,PNG,FLUX-dev,flux-dev,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_8890d82ee6d919d1_00000461.png.png,complete
cf_external_unseen_v3_aigi_commercial_889c3679edf4aa02,aigi_commercial,data/CompEval-00335-of-00413.parquet,1,21,00000147_2.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_889c3679edf4aa02_00000147_2.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_89271e3c4a74d581,aigi_commercial,data/CompEval-00228-of-00413.parquet,2,20,00000991.png,PNG,Dalle3,dalle3,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_89271e3c4a74d581_00000991.png.png,complete
cf_external_unseen_v3_aigi_commercial_894a08028fde4673,aigi_commercial,data/CompEval-00208-of-00413.parquet,1,9,00000234_2.jpg,JPEG,Firefly_Image2,firefly-image2,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_894a08028fde4673_00000234_2.jpg.jpg,complete
cf_external_unseen_v3_aigi_commercial_89b911faf5e8f518,aigi_commercial,data/CompEval-00300-of-00413.parquet,0,16,00000283.png,PNG,FLUX-dev,flux-dev,LAION,test,1,Commercial,test_external_unseen_v3_additions/aigi/cf_external_unseen_v3_aigi_commercial_89b911faf5e8f518_00000283.png.png,complete
