sample_id,dataset_key,source_file,row_group,row_index,image_name,source_format,model_name_raw,canonical_generator_id,real_source,official_split,project_split,label,architecture,generator_exposure,relative_path
cf_test_external_unseen_generator_aigi_7495409e1e444eeb,eval,data/CompEval-00406-of-00413.parquet,1,18,00000155.png,PNG,IdeogramV1,ideogramv1,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7495409e1e444eeb_00000155.png.png
cf_test_external_unseen_generator_aigi_74d4f95d6527227c,eval,data/CompEval-00299-of-00413.parquet,1,2,00000451.png,PNG,FLUX-dev,flux-dev,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_74d4f95d6527227c_00000451.png.png
cf_test_external_unseen_generator_aigi_74f1b2379d02e52c,eval,data/CompEval-00174-of-00413.parquet,4,14,00000087_1.png,PNG,Imagen3,imagen3,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_74f1b2379d02e52c_00000087_1.png.png
cf_test_external_unseen_generator_aigi_7501ba31054f4968,eval,data/CompEval-00017-of-00413.parquet,1,7,000525.png,PNG,stable_cascade,stable-cascade,RAISE,test,test_external_unseen_generator,1,Other,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7501ba31054f4968_000525.png.png
cf_test_external_unseen_generator_aigi_755f70c5a7315cc1,eval,data/CompEval-00264-of-00413.parquet,1,22,00000059_0.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_755f70c5a7315cc1_00000059_0.jpg.jpg
cf_test_external_unseen_generator_aigi_7566ca8f3c7ebc53,eval,data/CompEval-00227-of-00413.parquet,4,18,00000858.png,PNG,Dalle3,dalle3,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7566ca8f3c7ebc53_00000858.png.png
cf_test_external_unseen_generator_aigi_75fbc4d5d0fa79e1,eval,data/CompEval-00225-of-00413.parquet,0,6,00000284.png,PNG,Dalle3,dalle3,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_75fbc4d5d0fa79e1_00000284.png.png
cf_test_external_unseen_generator_aigi_760f65b6edb17727,eval,data/CompEval-00279-of-00413.parquet,3,19,00000119_0.png,PNG,MidjourneyV6_1,midjourneyv6-1,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_760f65b6edb17727_00000119_0.png.png
cf_test_external_unseen_generator_aigi_76643c6a46f87fe9,eval,data/CompEval-00054-of-00413.parquet,4,21,00000432_2.png,PNG,MidjourneyV5_2,midjourneyv5-2,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_76643c6a46f87fe9_00000432_2.png.png
cf_test_external_unseen_generator_aigi_767c20e922648fad,eval,data/CompEval-00181-of-00413.parquet,2,6,00000190_1.jpg,JPEG,Firefly_Image2,firefly-image2,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_767c20e922648fad_00000190_1.jpg.jpg
cf_test_external_unseen_generator_aigi_7680063681cb2701,eval,data/CompEval-00159-of-00413.parquet,1,3,00000655.png,PNG,IdeogramV1,ideogramv1,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7680063681cb2701_00000655.png.png
cf_test_external_unseen_generator_aigi_76820cac0bfa1a80,eval,data/CompEval-00334-of-00413.parquet,4,16,00000071_0.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_76820cac0bfa1a80_00000071_0.jpg.jpg
cf_test_external_unseen_generator_aigi_76b321b273be1f32,eval,data/CompEval-00212-of-00413.parquet,3,18,00000074_0.jpg,JPEG,Firefly_Image2,firefly-image2,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_76b321b273be1f32_00000074_0.jpg.jpg
cf_test_external_unseen_generator_aigi_76b38f105debe160,eval,data/CompEval-00069-of-00413.parquet,2,7,00000111_2.jpg,JPEG,Firefly_Image2,firefly-image2,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_76b38f105debe160_00000111_2.jpg.jpg
cf_test_external_unseen_generator_aigi_76bf3a4f9e70ec75,eval,data/CompEval-00227-of-00413.parquet,4,7,00000278.png,PNG,Dalle3,dalle3,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_76bf3a4f9e70ec75_00000278.png.png
cf_test_external_unseen_generator_aigi_77997f6c82bc95e7,eval,data/CompEval-00168-of-00413.parquet,3,1,00000136_3.png,PNG,Imagen3,imagen3,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_77997f6c82bc95e7_00000136_3.png.png
cf_test_external_unseen_generator_aigi_77fbdf9c0bfaf066,eval,data/CompEval-00411-of-00413.parquet,2,3,00000320.png,PNG,IdeogramV1,ideogramv1,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_77fbdf9c0bfaf066_00000320.png.png
cf_test_external_unseen_generator_aigi_7825e450a5591ae0,eval,data/CompEval-00139-of-00413.parquet,4,20,00000761.png,PNG,FLUX-schnell,flux-schnell,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7825e450a5591ae0_00000761.png.png
cf_test_external_unseen_generator_aigi_7850700a6f2c4e6c,eval,data/CompEval-00335-of-00413.parquet,4,14,00000333_2.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7850700a6f2c4e6c_00000333_2.jpg.jpg
cf_test_external_unseen_generator_aigi_7857703d0fc39b22,eval,data/CompEval-00253-of-00413.parquet,2,2,00000533.png,PNG,Dalle2,dalle2,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7857703d0fc39b22_00000533.png.png
cf_test_external_unseen_generator_aigi_7862738ec82a7f20,eval,data/CompEval-00078-of-00413.parquet,3,17,00000065_1.png,PNG,MidjourneyV6_1,midjourneyv6-1,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7862738ec82a7f20_00000065_1.png.png
cf_test_external_unseen_generator_aigi_78b6760c237f2d85,eval,data/CompEval-00304-of-00413.parquet,4,4,00000005_2.png,PNG,Imagen3,imagen3,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_78b6760c237f2d85_00000005_2.png.png
cf_test_external_unseen_generator_aigi_78d2fdb23ed1ad63,eval,data/CompEval-00228-of-00413.parquet,1,0,00000585.png,PNG,Dalle3,dalle3,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_78d2fdb23ed1ad63_00000585.png.png
cf_test_external_unseen_generator_aigi_796fa48ac21897d7,eval,data/CompEval-00016-of-00413.parquet,4,17,000034.png,PNG,stable_cascade,stable-cascade,RAISE,test,test_external_unseen_generator,1,Other,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_796fa48ac21897d7_000034.png.png
cf_test_external_unseen_generator_aigi_79d8f153048253c0,eval,data/CompEval-00140-of-00413.parquet,1,8,00000762.png,PNG,FLUX-schnell,flux-schnell,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_79d8f153048253c0_00000762.png.png
cf_test_external_unseen_generator_aigi_7aad3aaa1fe4e94e,eval,data/CompEval-00301-of-00413.parquet,3,6,00000065.png,PNG,FLUX-dev,flux-dev,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7aad3aaa1fe4e94e_00000065.png.png
cf_test_external_unseen_generator_aigi_7abf1f719dc318f4,eval,data/CompEval-00185-of-00413.parquet,1,22,00000460.png,PNG,FLUX-schnell,flux-schnell,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7abf1f719dc318f4_00000460.png.png
cf_test_external_unseen_generator_aigi_7af3e8f4b435f714,eval,data/CompEval-00073-of-00413.parquet,3,4,00000184_0.png,PNG,MidjourneyV6_1,midjourneyv6-1,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7af3e8f4b435f714_00000184_0.png.png
cf_test_external_unseen_generator_aigi_7b65971ab4019a01,eval,data/CompEval-00227-of-00413.parquet,3,24,00000642.png,PNG,Dalle3,dalle3,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7b65971ab4019a01_00000642.png.png
cf_test_external_unseen_generator_aigi_7baf957fea0166ba,eval,data/CompEval-00018-of-00413.parquet,0,4,000272.png,PNG,stable_cascade,stable-cascade,RAISE,test,test_external_unseen_generator,1,Other,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7baf957fea0166ba_000272.png.png
cf_test_external_unseen_generator_aigi_7be11cf010788b02,eval,data/CompEval-00333-of-00413.parquet,1,11,00000370_1.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7be11cf010788b02_00000370_1.jpg.jpg
cf_test_external_unseen_generator_aigi_7bebe8f265f75275,eval,data/CompEval-00395-of-00413.parquet,4,3,00000424_3.png,PNG,MidjourneyV6_1,midjourneyv6-1,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7bebe8f265f75275_00000424_3.png.png
cf_test_external_unseen_generator_aigi_7c2a77316e87152c,eval,data/CompEval-00265-of-00413.parquet,0,7,00000217_2.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7c2a77316e87152c_00000217_2.jpg.jpg
cf_test_external_unseen_generator_aigi_7c3d62ebdb75ca70,eval,data/CompEval-00251-of-00413.parquet,1,3,00000487.png,PNG,Dalle2,dalle2,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7c3d62ebdb75ca70_00000487.png.png
cf_test_external_unseen_generator_aigi_7c7f3786ccb021ed,eval,data/CompEval-00409-of-00413.parquet,0,22,00000670.png,PNG,IdeogramV1,ideogramv1,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7c7f3786ccb021ed_00000670.png.png
cf_test_external_unseen_generator_aigi_7c87437eab38b59b,eval,data/CompEval-00293-of-00413.parquet,4,14,00000355_0.png,PNG,MidjourneyV5_2,midjourneyv5-2,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7c87437eab38b59b_00000355_0.png.png
cf_test_external_unseen_generator_aigi_7d515d83de3fab5d,eval,data/CompEval-00405-of-00413.parquet,4,23,00000045.png,PNG,IdeogramV1,ideogramv1,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7d515d83de3fab5d_00000045.png.png
cf_test_external_unseen_generator_aigi_7db21a52d4f3be88,eval,data/CompEval-00304-of-00413.parquet,0,17,00000062_0.png,PNG,Imagen3,imagen3,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7db21a52d4f3be88_00000062_0.png.png
cf_test_external_unseen_generator_aigi_7db2b183b26dc35d,eval,data/CompEval-00294-of-00413.parquet,2,9,00000388.png,PNG,FLUX-dev,flux-dev,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7db2b183b26dc35d_00000388.png.png
cf_test_external_unseen_generator_aigi_7e2e12814b51d941,eval,data/CompEval-00246-of-00413.parquet,3,17,00000815.png,PNG,Dalle2,dalle2,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7e2e12814b51d941_00000815.png.png
cf_test_external_unseen_generator_aigi_7e7cb64f22570774,eval,data/CompEval-00077-of-00413.parquet,2,6,00000349_3.png,PNG,MidjourneyV6_1,midjourneyv6-1,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7e7cb64f22570774_00000349_3.png.png
cf_test_external_unseen_generator_aigi_7eabc5bec977ebc6,eval,data/CompEval-00018-of-00413.parquet,2,13,000024.png,PNG,stable_cascade,stable-cascade,RAISE,test,test_external_unseen_generator,1,Other,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7eabc5bec977ebc6_000024.png.png
cf_test_external_unseen_generator_aigi_7f3290ac159522b8,eval,data/CompEval-00299-of-00413.parquet,3,20,00000299.png,PNG,FLUX-dev,flux-dev,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7f3290ac159522b8_00000299.png.png
cf_test_external_unseen_generator_aigi_7f6ca8a2abb724d8,eval,data/CompEval-00411-of-00413.parquet,0,17,00000161.png,PNG,IdeogramV1,ideogramv1,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7f6ca8a2abb724d8_00000161.png.png
cf_test_external_unseen_generator_aigi_7f72fbb7ba967330,eval,data/CompEval-00384-of-00413.parquet,2,9,00000358.png,PNG,IdeogramV1,ideogramv1,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7f72fbb7ba967330_00000358.png.png
cf_test_external_unseen_generator_aigi_7fb1f85f9f7617e3,eval,data/CompEval-00186-of-00413.parquet,2,8,00000587.png,PNG,FLUX-schnell,flux-schnell,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_7fb1f85f9f7617e3_00000587.png.png
cf_test_external_unseen_generator_aigi_80232954ac6c4d03,eval,data/CompEval-00024-of-00413.parquet,3,19,00000063_1.png,PNG,MidjourneyV5_2,midjourneyv5-2,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_80232954ac6c4d03_00000063_1.png.png
cf_test_external_unseen_generator_aigi_8039a021e24479a8,eval,data/CompEval-00211-of-00413.parquet,0,5,00000322_2.jpg,JPEG,Firefly_Image2,firefly-image2,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_8039a021e24479a8_00000322_2.jpg.jpg
cf_test_external_unseen_generator_aigi_8050c087a97b2bc3,eval,data/CompEval-00332-of-00413.parquet,2,2,00000436_1.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_8050c087a97b2bc3_00000436_1.jpg.jpg
cf_test_external_unseen_generator_aigi_8057da109e2795f0,eval,data/CompEval-00249-of-00413.parquet,2,15,00000446.png,PNG,Dalle2,dalle2,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_8057da109e2795f0_00000446.png.png
cf_test_external_unseen_generator_aigi_80583158169fac7c,eval,data/CompEval-00388-of-00413.parquet,3,10,00000581.png,PNG,IdeogramV2,ideogramv2,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_80583158169fac7c_00000581.png.png
cf_test_external_unseen_generator_aigi_809e3252105c975f,eval,data/CompEval-00145-of-00413.parquet,3,2,00000585.png,PNG,IdeogramV2,ideogramv2,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_809e3252105c975f_00000585.png.png
cf_test_external_unseen_generator_aigi_811859119cb3ed68,eval,data/CompEval-00262-of-00413.parquet,3,11,00000235_1.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_811859119cb3ed68_00000235_1.jpg.jpg
cf_test_external_unseen_generator_aigi_81b04640d714046e,eval,data/CompEval-00049-of-00413.parquet,4,2,00000017_1.png,PNG,MidjourneyV5_2,midjourneyv5-2,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_81b04640d714046e_00000017_1.png.png
cf_test_external_unseen_generator_aigi_827ff3e964715c09,eval,data/CompEval-00229-of-00413.parquet,2,17,00000545.png,PNG,Dalle3,dalle3,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_827ff3e964715c09_00000545.png.png
cf_test_external_unseen_generator_aigi_829745a13d488d53,eval,data/CompEval-00252-of-00413.parquet,1,11,00000784.png,PNG,Dalle2,dalle2,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_829745a13d488d53_00000784.png.png
cf_test_external_unseen_generator_aigi_82f111e5f82011fa,eval,data/CompEval-00019-of-00413.parquet,4,3,000129.png,PNG,stable_cascade,stable-cascade,RAISE,test,test_external_unseen_generator,1,Other,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_82f111e5f82011fa_000129.png.png
cf_test_external_unseen_generator_aigi_82fd6705418d72f9,eval,data/CompEval-00296-of-00413.parquet,2,17,00000468.png,PNG,FLUX-dev,flux-dev,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_82fd6705418d72f9_00000468.png.png
cf_test_external_unseen_generator_aigi_8340ec686ff5e47e,eval,data/CompEval-00326-of-00413.parquet,0,20,00000050_2.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_8340ec686ff5e47e_00000050_2.jpg.jpg
cf_test_external_unseen_generator_aigi_835bd8109f507ae1,eval,data/CompEval-00141-of-00413.parquet,2,19,00000742.png,PNG,FLUX-schnell,flux-schnell,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_835bd8109f507ae1_00000742.png.png
cf_test_external_unseen_generator_aigi_837729548b70e3cd,eval,data/CompEval-00052-of-00413.parquet,3,20,00000284_2.png,PNG,MidjourneyV5_2,midjourneyv5-2,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_837729548b70e3cd_00000284_2.png.png
cf_test_external_unseen_generator_aigi_83b0167f2d554d17,eval,data/CompEval-00072-of-00413.parquet,4,16,00000340_2.png,PNG,MidjourneyV6_1,midjourneyv6-1,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_83b0167f2d554d17_00000340_2.png.png
cf_test_external_unseen_generator_aigi_8408c2c6e37f172d,eval,data/CompEval-00098-of-00413.parquet,2,18,00000798.png,PNG,Dalle3,dalle3,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_8408c2c6e37f172d_00000798.png.png
cf_test_external_unseen_generator_aigi_84675c545efefcc7,eval,data/CompEval-00225-of-00413.parquet,3,13,00000314.png,PNG,Dalle3,dalle3,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_84675c545efefcc7_00000314.png.png
cf_test_external_unseen_generator_aigi_8486ff409fe5a455,eval,data/CompEval-00293-of-00413.parquet,3,6,00000090_3.png,PNG,MidjourneyV5_2,midjourneyv5-2,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_8486ff409fe5a455_00000090_3.png.png
cf_test_external_unseen_generator_aigi_84bad6407e6756a3,eval,data/CompEval-00408-of-00413.parquet,3,7,00000228.png,PNG,IdeogramV1,ideogramv1,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_84bad6407e6756a3_00000228.png.png
cf_test_external_unseen_generator_aigi_84c9a109190e11e4,eval,data/CompEval-00229-of-00413.parquet,0,3,00000125.png,PNG,Dalle3,dalle3,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_84c9a109190e11e4_00000125.png.png
cf_test_external_unseen_generator_aigi_84e44ff7840b0ae2,eval,data/CompEval-00018-of-00413.parquet,4,23,000803.png,PNG,stable_cascade,stable-cascade,RAISE,test,test_external_unseen_generator,1,Other,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_84e44ff7840b0ae2_000803.png.png
cf_test_external_unseen_generator_aigi_84fb807dd95c85b2,eval,data/CompEval-00048-of-00413.parquet,4,6,00000430_2.png,PNG,MidjourneyV5_2,midjourneyv5-2,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_84fb807dd95c85b2_00000430_2.png.png
cf_test_external_unseen_generator_aigi_850c63eb8639f0f8,eval,data/CompEval-00225-of-00413.parquet,0,19,00000636.png,PNG,Dalle3,dalle3,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_850c63eb8639f0f8_00000636.png.png
cf_test_external_unseen_generator_aigi_85412dde4a0e90d2,eval,data/CompEval-00147-of-00413.parquet,2,0,00000205.png,PNG,IdeogramV2,ideogramv2,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_85412dde4a0e90d2_00000205.png.png
cf_test_external_unseen_generator_aigi_8548bcc60e464617,eval,data/CompEval-00052-of-00413.parquet,4,19,00000282_1.png,PNG,MidjourneyV5_2,midjourneyv5-2,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_8548bcc60e464617_00000282_1.png.png
cf_test_external_unseen_generator_aigi_85b2e6b808498be0,eval,data/CompEval-00391-of-00413.parquet,0,18,00000104_2.png,PNG,MidjourneyV6_1,midjourneyv6-1,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_85b2e6b808498be0_00000104_2.png.png
cf_test_external_unseen_generator_aigi_864681adb764d968,eval,data/CompEval-00284-of-00413.parquet,1,11,00000358_1.png,PNG,MidjourneyV6_1,midjourneyv6-1,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_864681adb764d968_00000358_1.png.png
cf_test_external_unseen_generator_aigi_86902f91e46ce86c,eval,data/CompEval-00301-of-00413.parquet,1,5,00000797.png,PNG,FLUX-dev,flux-dev,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_86902f91e46ce86c_00000797.png.png
cf_test_external_unseen_generator_aigi_86d136d08e2e3dda,eval,data/CompEval-00142-of-00413.parquet,0,8,00000395.png,PNG,FLUX-schnell,flux-schnell,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_86d136d08e2e3dda_00000395.png.png
cf_test_external_unseen_generator_aigi_87a01431f42bc8ba,eval,data/CompEval-00330-of-00413.parquet,4,20,00000471_3.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_87a01431f42bc8ba_00000471_3.jpg.jpg
cf_test_external_unseen_generator_aigi_87b105cdb95af33c,eval,data/CompEval-00334-of-00413.parquet,1,10,00000436_3.jpg,JPEG,Firefly_Image3,firefly-image3,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_87b105cdb95af33c_00000436_3.jpg.jpg
cf_test_external_unseen_generator_aigi_87e061bf19910462,eval,data/CompEval-00144-of-00413.parquet,3,16,00000156.png,PNG,IdeogramV2,ideogramv2,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_87e061bf19910462_00000156.png.png
cf_test_external_unseen_generator_aigi_87e7ccf8d082ec66,eval,data/CompEval-00076-of-00413.parquet,2,15,00000091_3.png,PNG,MidjourneyV6_1,midjourneyv6-1,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_87e7ccf8d082ec66_00000091_3.png.png
cf_test_external_unseen_generator_aigi_880f51efea523356,eval,data/CompEval-00018-of-00413.parquet,2,9,000263.png,PNG,stable_cascade,stable-cascade,RAISE,test,test_external_unseen_generator,1,Other,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_880f51efea523356_000263.png.png
cf_test_external_unseen_generator_aigi_8817ba88e349701e,eval,data/CompEval-00145-of-00413.parquet,0,21,00000207.png,PNG,IdeogramV2,ideogramv2,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_8817ba88e349701e_00000207.png.png
cf_test_external_unseen_generator_aigi_882fcfc26ee61f20,eval,data/CompEval-00247-of-00413.parquet,2,12,00000875.png,PNG,Dalle2,dalle2,LAION,test,test_external_unseen_generator,1,Commercial,strict_unseen,test_external_unseen_generator/aigi/cf_test_external_unseen_generator_aigi_882fcfc26ee61f20_00000875.png.png
